#Source de ce jeu de données : https://coronavirus.politologue.com - Les données proposées dans ce fichier sont une compilation des données proposées par le CSSE (The Johns Hopkins University) https://gisanddata.maps.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6
#Les données de ce fichier sont celles qui sont produites pour générer les graphiques sur https: //coronavirus.politologue.com
#Vous pouvez utiliser ces données sans problème et une référence à https://coronavirus.politologue.com sera appréciable
Date;Pays;Infections;Deces;Guerisons;TauxDeces;TauxGuerison;TauxInfection
2020-05-12;Équateur;30419;2327;3433;7.65;11.29;81.06
2020-05-12;Algérie;6067;515;2998;8.49;49.41;42.10
2020-05-12;République Dominicaine;10900;402;3221;3.69;29.55;66.76
2020-05-12;Dominique;16;0;15;0.00;93.75;6.25
2020-05-12;Danemark;10602;527;8591;4.97;81.03;14.00
2020-05-12;Djibouti;1256;3;886;0.24;70.54;29.22
2020-05-12;Allemagne;173171;7738;147200;4.47;85.00;10.53
2020-05-12;République Tchèque;8221;283;4889;3.44;59.47;37.09
2020-05-12;Chypre;903;16;449;1.77;49.72;48.50
2020-05-12;Cap-vert;267;2;58;0.75;21.72;77.53
2020-05-12;Costa Rica;804;7;520;0.87;64.68;34.45
2020-05-12;Cuba;1804;78;1277;4.32;70.79;24.89
2020-05-12;Colombie;12272;493;2971;4.02;24.21;71.77
2020-05-12;Chine;82926;4633;78189;5.59;94.29;0.13
2020-05-12;Cameroun;2689;125;1524;4.65;56.68;38.68
2020-05-12;Chili;31721;335;14125;1.06;44.53;54.42
2020-05-12;Côte d'Ivoire;1857;21;820;1.13;44.16;54.71
2020-05-12;Suisse;30380;1867;26800;6.15;88.22;5.64
2020-05-12;République Centrafricaine;143;0;10;0.00;6.99;93.01
2020-05-12;Congo (Brazzaville);333;11;53;3.30;15.92;80.78
2020-05-12;Rép. Dém. du Congo;1102;44;146;3.99;13.25;82.76
2020-05-12;Canada;72419;5300;34055;7.32;47.02;45.66
2020-05-12;Belize;18;2;16;11.11;88.89;0.00
2020-05-12;Bélarus;24873;142;6974;0.57;28.04;71.39
2020-05-12;Botswana;24;1;17;4.17;70.83;25.00
2020-05-12;Bhoutan;11;0;5;0.00;45.45;54.55
2020-05-12;Bahamas;93;11;39;11.83;41.94;46.24
2020-05-12;Brésil;178214;12461;72597;6.99;40.74;52.27
2020-05-12;Bolivie;2964;128;313;4.32;10.56;85.12
2020-05-12;Brunéi Darussalam;141;1;134;0.71;95.04;4.26
2020-05-12;Bénin;327;2;76;0.61;23.24;76.15
2020-05-12;Saint Barthélemy;6;0;6;0.00;100.00;0.00
2020-05-12;Burundi;15;1;7;6.67;46.67;46.67
2020-05-12;Bahreïn;5531;9;2192;0.16;39.63;60.21
2020-05-12;Bulgarie;2023;95;476;4.70;23.53;71.77
2020-05-12;Burkina Faso;766;51;588;6.66;76.76;16.58
2020-05-12;Belgique;53779;8761;13732;16.29;25.53;58.18
2020-05-12;Bangladesh;16660;250;3147;1.50;18.89;79.61
2020-05-12;Barbade;85;7;57;8.24;67.06;24.71
2020-05-12;Bosnie-Herzégovine;2158;117;1168;5.42;54.12;40.45
2020-05-12;Australie;6980;98;6270;1.40;89.83;8.77
2020-05-12;Azerbaïdjan;2693;33;1680;1.23;62.38;36.39
2020-05-12;Autriche;15961;623;14148;3.90;88.64;7.46
2020-05-12;Argentine;6563;319;1862;4.86;28.37;66.77
2020-05-12;Angola;45;2;13;4.44;28.89;66.67
2020-05-12;Arménie;3538;47;1430;1.33;40.42;58.25
2020-05-12;Albanie;876;31;682;3.54;77.85;18.61
2020-05-12;Antigua-et-Barbuda;25;3;19;12.00;76.00;12.00
2020-05-12;Afghanistan;4963;127;610;2.56;12.29;85.15
2020-05-12;Émirats Arabes Unis;19661;203;6012;1.03;30.58;68.39
2020-05-12;Andorre;758;48;568;6.33;74.93;18.73
2020-05-11;Andorre;755;48;550;6.36;72.85;20.79
2020-05-11;Émirats Arabes Unis;18878;201;5381;1.06;28.50;70.43
2020-05-11;Afghanistan;4687;122;558;2.60;11.91;85.49
2020-05-11;Antigua-et-Barbuda;25;3;19;12.00;76.00;12.00
2020-05-11;Albanie;872;31;654;3.56;75.00;21.44
2020-05-11;Arménie;3392;46;1359;1.36;40.06;58.58
2020-05-11;Angola;45;2;13;4.44;28.89;66.67
2020-05-11;Argentine;6278;314;1837;5.00;29.26;65.74
2020-05-11;Autriche;15882;620;14061;3.90;88.53;7.56
2020-05-11;Azerbaïdjan;2589;32;1680;1.24;64.89;33.87
2020-05-11;Australie;6970;97;6213;1.39;89.14;9.47
2020-05-11;Bosnie-Herzégovine;2141;113;1114;5.28;52.03;42.69
2020-05-11;Barbade;84;7;57;8.33;67.86;23.81
2020-05-11;Bangladesh;15691;239;2902;1.52;18.49;79.98
2020-05-11;Belgique;53449;8707;13697;16.29;25.63;58.08
2020-05-11;Burkina Faso;760;50;584;6.58;76.84;16.58
2020-05-11;Bulgarie;1990;93;461;4.67;23.17;72.16
2020-05-11;Bahreïn;5236;8;2152;0.15;41.10;58.75
2020-05-11;Burundi;15;1;7;6.67;46.67;46.67
2020-05-11;Saint Barthélemy;6;0;6;0.00;100.00;0.00
2020-05-11;Bénin;319;2;62;0.63;19.44;79.94
2020-05-11;Brunéi Darussalam;141;1;134;0.71;95.04;4.26
2020-05-11;Bolivie;2831;122;299;4.31;10.56;85.13
2020-05-11;Brésil;169594;11653;67384;6.87;39.73;53.40
2020-05-11;Bahamas;93;11;39;11.83;41.94;46.24
2020-05-11;Bhoutan;11;0;5;0.00;45.45;54.55
2020-05-11;Botswana;24;1;12;4.17;50.00;45.83
2020-05-11;Bélarus;23906;135;6531;0.56;27.32;72.12
2020-05-11;Belize;18;2;16;11.11;88.89;0.00
2020-05-11;Canada;71264;5115;33007;7.18;46.32;46.51
2020-05-11;Rép. Dém. du Congo;1024;41;141;4.00;13.77;82.23
2020-05-11;Congo (Brazzaville);333;11;53;3.30;15.92;80.78
2020-05-11;République Centrafricaine;143;0;10;0.00;6.99;93.01
2020-05-11;Suisse;30344;1845;26800;6.08;88.32;5.60
2020-05-11;Côte d'Ivoire;1730;21;818;1.21;47.28;51.50
2020-05-11;Chili;30063;323;13605;1.07;45.25;53.67
2020-05-11;Cameroun;2689;125;1524;4.65;56.68;38.68
2020-05-11;Chine;82919;4633;78171;5.59;94.27;0.14
2020-05-11;Colombie;11613;479;2825;4.12;24.33;71.55
2020-05-11;Cuba;1783;77;1229;4.32;68.93;26.75
2020-05-11;Costa Rica;801;7;517;0.87;64.54;34.58
2020-05-11;Cap-vert;260;2;58;0.77;22.31;76.92
2020-05-11;Chypre;901;16;401;1.78;44.51;53.72
2020-05-11;République Tchèque;8176;282;4711;3.45;57.62;38.93
2020-05-11;Allemagne;172576;7661;145617;4.44;84.38;11.18
2020-05-11;Djibouti;1227;3;872;0.24;71.07;28.69
2020-05-11;Danemark;10524;533;8339;5.06;79.24;15.70
2020-05-11;Dominique;16;0;15;0.00;93.75;6.25
2020-05-11;République Dominicaine;10634;393;2870;3.70;26.99;69.32
2020-05-11;Algérie;5891;507;2841;8.61;48.23;43.17
2020-05-11;Équateur;29509;2145;3433;7.27;11.63;81.10
2020-05-11;Estonie;1741;61;751;3.50;43.14;53.36
2020-05-11;Sahara Occidental;6;0;6;0.00;100.00;0.00
2020-05-11;Égypte;9746;533;2172;5.47;22.29;72.25
2020-05-11;Érythrée;39;0;38;0.00;97.44;2.56
2020-05-11;Espagne;227436;26744;137139;11.76;60.30;27.94
2020-05-11;Éthiopie;250;5;105;2.00;42.00;56.00
2020-05-11;Finlande;5984;271;4000;4.53;66.84;28.63
2020-05-11;Îles Féroé;187;0;187;0.00;100.00;0.00
2020-05-11;Fidji;18;0;14;0.00;77.78;22.22
2020-05-11;France;177423;26643;56724;15.02;31.97;53.01
2020-05-11;Gabon;802;9;127;1.12;15.84;83.04
2020-05-11;Royaume-Uni;224185;32141;872;14.34;0.39;85.27
2020-05-11;Grenade;21;0;13;0.00;61.90;38.10
2020-05-11;Géorgie;638;11;317;1.72;49.69;48.59
2020-05-11;Guyane Française;144;1;122;0.69;84.72;14.58
2020-05-11;Ghana;4700;22;494;0.47;10.51;89.02
2020-05-11;Gibraltar;147;0;143;0.00;97.28;2.72
2020-05-11;Gambie;22;1;10;4.55;45.45;50.00
2020-05-11;Guadeloupe;154;13;104;8.44;67.53;24.03
2020-05-11;Guinée;2146;11;714;0.51;33.27;66.22
2020-05-11;Guinée Équatoriale;439;4;13;0.91;2.96;96.13
2020-05-11;Grèce;2726;151;1374;5.54;50.40;44.06
2020-05-11;Guinée-Bissau;761;3;26;0.39;3.42;96.19
2020-05-11;Guatemala;1114;26;111;2.33;9.96;87.70
2020-05-11;Hong-Kong;1047;4;985;0.38;94.08;5.54
2020-05-11;Guyana;109;10;36;9.17;33.03;57.80
2020-05-11;Honduras;2100;116;206;5.52;9.81;84.67
2020-05-11;Croatie;2196;91;1784;4.14;81.24;14.62
2020-05-11;Haïti;209;16;17;7.66;8.13;84.21
2020-05-11;Hongrie;3284;421;958;12.82;29.17;58.01
2020-05-11;Irlande;23135;1467;17110;6.34;73.96;19.70
2020-05-11;Indonésie;14265;991;2881;6.95;20.20;72.86
2020-05-11;Israël;16506;258;11843;1.56;71.75;26.69
2020-05-11;Inde;70768;2294;22549;3.24;31.86;64.90
2020-05-11;Iraq;2818;110;1790;3.90;63.52;32.58
2020-05-11;Iran;109286;6685;87422;6.12;79.99;13.89
2020-05-11;Islande;1801;10;1773;0.56;98.45;1.00
2020-05-11;Italie;219814;30739;106587;13.98;48.49;37.53
2020-05-11;Jamaïque;505;9;90;1.78;17.82;80.40
2020-05-11;Jordanie;562;9;390;1.60;69.40;29.00
2020-05-11;Japon;15847;633;8293;3.99;52.33;43.67
2020-05-11;Kenya;700;33;251;4.71;35.86;59.43
2020-05-11;Kirghizistan;1016;12;688;1.18;67.72;31.10
2020-05-11;Comores;11;1;0;9.09;0.00;90.91
2020-05-11;Cambodge;122;0;121;0.00;99.18;0.82
2020-05-11;Saint-Kitts-et-Nevis;15;0;14;0.00;93.33;6.67
2020-05-11;Koweït;9286;65;2907;0.70;31.31;67.99
2020-05-11;Corée du Sud;10936;258;9670;2.36;88.42;9.22
2020-05-11;Kazakhstan;5207;32;2074;0.61;39.83;59.55
2020-05-11;Laos;19;0;13;0.00;68.42;31.58
2020-05-11;Liban;859;26;234;3.03;27.24;69.73
2020-05-11;Sainte-Lucie;18;0;17;0.00;94.44;5.56
2020-05-11;Liechtenstein;82;1;55;1.22;67.07;31.71
2020-05-11;Sri Lanka;869;9;343;1.04;39.47;59.49
2020-05-11;Libéria;211;20;85;9.48;40.28;50.24
2020-05-11;Lituanie;1485;50;833;3.37;56.09;40.54
2020-05-11;Luxembourg;3888;101;3602;2.60;92.64;4.76
2020-05-11;Lettonie;946;18;464;1.90;49.05;49.05
2020-05-11;Libye;64;3;28;4.69;43.75;51.56
2020-05-11;Maroc;6281;188;2811;2.99;44.75;52.25
2020-05-11;Moldavie;4995;175;1980;3.50;39.64;56.86
2020-05-11;Monaco;96;4;85;4.17;88.54;7.29
2020-05-11;Saint Martin;39;3;30;7.69;76.92;15.38
2020-05-11;Montenegro;324;9;294;2.78;90.74;6.48
2020-05-11;Madagascar;186;0;101;0.00;54.30;45.70
2020-05-11;Mali;712;39;377;5.48;52.95;41.57
2020-05-11;Macédoine;1664;91;1200;5.47;72.12;22.42
2020-05-11;Birmanie;180;6;74;3.33;41.11;55.56
2020-05-11;Mongolie;42;0;14;0.00;33.33;66.67
2020-05-11;Martinique;187;14;91;7.49;48.66;43.85
2020-05-11;Macao;45;0;42;0.00;93.33;6.67
2020-05-11;Mauritanie;8;1;6;12.50;75.00;12.50
2020-05-11;Malte;503;5;434;0.99;86.28;12.72
2020-05-11;Maurice;332;10;322;3.01;96.99;0.00
2020-05-11;Maldives;897;3;29;0.33;3.23;96.43
2020-05-11;Mexique;36327;3573;23100;9.84;63.59;26.58
2020-05-11;Malawi;57;3;24;5.26;42.11;52.63
2020-05-11;Mozambique;103;0;34;0.00;33.01;66.99
2020-05-11;Malaisie;6726;109;5113;1.62;76.02;22.36
2020-05-11;Nouvelle-Calédonie;18;0;18;0.00;100.00;0.00
2020-05-11;Namibie;16;0;11;0.00;68.75;31.25
2020-05-11;Nigéria;4641;150;902;3.23;19.44;77.33
2020-05-11;Niger;832;46;637;5.53;76.56;17.91
2020-05-11;Nicaragua;16;5;7;31.25;43.75;25.00
2020-05-11;Pays-Bas;42987;5475;149;12.74;0.35;86.92
2020-05-11;Norvège;8132;224;32;2.75;0.39;96.85
2020-05-11;Népal;134;0;33;0.00;24.63;75.37
2020-05-11;Nouvelle-Zélande;1497;21;1398;1.40;93.39;5.21
2020-05-11;Oman;3573;17;1250;0.48;34.98;64.54
2020-05-11;Panama;8616;249;4687;2.89;54.40;42.71
2020-05-11;Pérou;68822;1961;22406;2.85;32.56;64.59
2020-05-11;Polynésie Française;60;0;56;0.00;93.33;6.67
2020-05-11;Papouasie-Nouvelle-Guinée;8;0;8;0.00;100.00;0.00
2020-05-11;Philippines;11086;726;1999;6.55;18.03;75.42
2020-05-11;Pakistan;32081;706;8555;2.20;26.67;71.13
2020-05-11;Pologne;16326;811;5816;4.97;35.62;59.41
2020-05-11;Palestine;375;2;301;0.53;80.27;19.20
2020-05-11;Paraguay;724;10;170;1.38;23.48;75.14
2020-05-11;Portugal;27679;1144;2549;4.13;9.21;86.66
2020-05-11;Qatar;23623;14;2840;0.06;12.02;87.92
2020-05-11;Réunion;436;0;354;0.00;81.19;18.81
2020-05-11;Roumanie;15588;982;7245;6.30;46.48;47.22
2020-05-11;Serbie;10176;218;3290;2.14;32.33;65.53
2020-05-11;Russie;221344;2009;39801;0.91;17.98;81.11
2020-05-11;Rwanda;285;0;150;0.00;52.63;47.37
2020-05-11;Seychelles;11;0;10;0.00;90.91;9.09
2020-05-11;Arabie Saoudite;41014;255;12737;0.62;31.06;68.32
2020-05-11;Suède;26670;3256;4971;12.21;18.64;69.15
2020-05-11;Soudan;1526;74;162;4.85;10.62;84.53
2020-05-11;Singapour;23822;21;3225;0.09;13.54;86.37
2020-05-11;Slovénie;1460;102;256;6.99;17.53;75.48
2020-05-11;Slovaquie;1457;26;959;1.78;65.82;32.40
2020-05-11;Sierra Leone;338;19;72;5.62;21.30;73.08
2020-05-11;Saint-Marin;628;41;130;6.53;20.70;72.77
2020-05-11;Sénégal;1886;19;715;1.01;37.91;61.08
2020-05-11;Somalie;1089;52;121;4.78;11.11;84.11
2020-05-11;Suriname;10;1;9;10.00;90.00;0.00
2020-05-11;Sao Tomé-et-Principe;208;5;4;2.40;1.92;95.67
2020-05-11;Soudan du sud;156;0;2;0.00;1.28;98.72
2020-05-11;El Salvador;958;18;325;1.88;33.92;64.20
2020-05-11;Eswatini;175;2;28;1.14;16.00;82.86
2020-05-11;Syrie;47;3;29;6.38;61.70;31.91
2020-05-11;Tchad;322;31;53;9.63;16.46;73.91
2020-05-11;Togo;181;11;89;6.08;49.17;44.75
2020-05-11;Thaïlande;3015;56;2796;1.86;92.74;5.41
2020-05-11;Timor-Leste;24;0;21;0.00;87.50;12.50
2020-05-11;Tadjikistan;661;21;0;3.18;0.00;96.82
2020-05-11;Tunisie;1032;45;727;4.36;70.45;25.19
2020-05-11;Turquie;139771;3841;95780;2.75;68.53;28.73
2020-05-11;Trinité-et-Tobago;116;8;107;6.90;92.24;0.86
2020-05-11;Taïwan;440;7;368;1.59;83.64;14.77
2020-05-11;Tanzanie;509;21;183;4.13;35.95;59.92
2020-05-11;Ukraine;15648;408;3288;2.61;21.01;76.38
2020-05-11;Ouganda;121;0;55;0.00;45.45;54.55
2020-05-11;États-Unis;1347881;80682;232733;5.99;17.27;76.75
2020-05-11;Uruguay;711;19;523;2.67;73.56;23.77
2020-05-11;Ouzbékistan;2486;10;1988;0.40;79.97;19.63
2020-05-11;Vatican;12;0;2;0.00;16.67;83.33
2020-05-11;Venezuela;422;10;205;2.37;48.58;49.05
2020-05-11;St-Vincent / Grenadines;17;0;9;0.00;52.94;47.06
2020-05-11;Kosovo;884;28;655;3.17;74.10;22.74
2020-05-11;Viet Nam;288;0;249;0.00;86.46;13.54
2020-05-11;Yémen;56;9;1;16.07;1.79;82.14
2020-05-11;Afrique du Sud;10652;206;4357;1.93;40.90;57.16
2020-05-11;Mayotte;1023;11;492;1.08;48.09;50.83
2020-05-11;Zambie;267;7;117;2.62;43.82;53.56
2020-05-11;Zimbabwe;36;4;9;11.11;25.00;63.89
2020-05-11;Autres;721;15;651;2.08;90.29;7.63
2020-05-10;Autres;721;15;651;2.08;90.29;7.63
2020-05-10;Zimbabwe;36;4;9;11.11;25.00;63.89
2020-05-10;Zambie;267;7;117;2.62;43.82;53.56
2020-05-10;Mayotte;1023;11;492;1.08;48.09;50.83
2020-05-10;Afrique du Sud;10015;194;4173;1.94;41.67;56.40
2020-05-10;Yémen;51;8;1;15.69;1.96;82.35
2020-05-10;Viet Nam;288;0;241;0.00;83.68;16.32
2020-05-10;Kosovo;870;28;653;3.22;75.06;21.72
2020-05-10;St-Vincent / Grenadines;17;0;9;0.00;52.94;47.06
2020-05-10;Venezuela;414;10;193;2.42;46.62;50.97
2020-05-10;Vatican;12;0;2;0.00;16.67;83.33
2020-05-10;Ouzbékistan;2418;10;1881;0.41;77.79;21.79
2020-05-10;Uruguay;707;19;517;2.69;73.13;24.19
2020-05-10;États-Unis;1329260;79526;216169;5.98;16.26;77.75
2020-05-10;Ouganda;121;0;55;0.00;45.45;54.55
2020-05-10;Ukraine;15232;391;3060;2.57;20.09;77.34
2020-05-10;Tanzanie;509;21;183;4.13;35.95;59.92
2020-05-10;Taïwan;440;6;366;1.36;83.18;15.45
2020-05-10;Trinité-et-Tobago;116;8;107;6.90;92.24;0.86
2020-05-10;Turquie;138657;3786;92691;2.73;66.85;30.42
2020-05-10;Tunisie;1032;45;700;4.36;67.83;27.81
2020-05-10;Tadjikistan;612;20;0;3.27;0.00;96.73
2020-05-10;Timor-Leste;24;0;21;0.00;87.50;12.50
2020-05-10;Thaïlande;3009;56;2794;1.86;92.85;5.28
2020-05-10;Togo;174;11;89;6.32;51.15;42.53
2020-05-10;Tchad;322;31;53;9.63;16.46;73.91
2020-05-10;Syrie;47;3;29;6.38;61.70;31.91
2020-05-10;Eswatini;172;2;27;1.16;15.70;83.14
2020-05-10;El Salvador;889;17;293;1.91;32.96;65.13
2020-05-10;Soudan du sud;120;0;2;0.00;1.67;98.33
2020-05-10;Sao Tomé-et-Principe;208;5;4;2.40;1.92;95.67
2020-05-10;Suriname;10;1;9;10.00;90.00;0.00
2020-05-10;Somalie;1054;51;118;4.84;11.20;83.97
2020-05-10;Sénégal;1709;19;650;1.11;38.03;60.85
2020-05-10;Saint-Marin;628;41;126;6.53;20.06;73.41
2020-05-10;Sierra Leone;307;18;67;5.86;21.82;72.31
2020-05-10;Slovaquie;1457;26;941;1.78;64.58;33.63
2020-05-10;Slovénie;1457;102;256;7.00;17.57;75.43
2020-05-10;Singapour;23336;20;2721;0.09;11.66;88.25
2020-05-10;Soudan;1365;70;149;5.13;10.92;83.96
2020-05-10;Suède;26322;3225;4971;12.25;18.89;68.86
2020-05-10;Arabie Saoudite;39048;246;11457;0.63;29.34;70.03
2020-05-10;Seychelles;11;0;10;0.00;90.91;9.09
2020-05-10;Rwanda;284;0;140;0.00;49.30;50.70
2020-05-10;Russie;209688;1915;34306;0.91;16.36;82.73
2020-05-10;Serbie;10032;215;2732;2.14;27.23;70.62
2020-05-10;Roumanie;15362;961;7051;6.26;45.90;47.85
2020-05-10;Réunion;436;0;354;0.00;81.19;18.81
2020-05-10;Qatar;22520;14;2753;0.06;12.22;87.71
2020-05-10;Portugal;27581;1135;2549;4.12;9.24;86.64
2020-05-10;Paraguay;713;10;165;1.40;23.14;75.46
2020-05-10;Palestine;375;2;263;0.53;70.13;29.33
2020-05-10;Pologne;15996;800;5698;5.00;35.62;59.38
2020-05-10;Pakistan;30334;659;8063;2.17;26.58;71.25
2020-05-10;Philippines;10794;719;1924;6.66;17.82;75.51
2020-05-10;Papouasie-Nouvelle-Guinée;8;0;8;0.00;100.00;0.00
2020-05-10;Polynésie Française;60;0;56;0.00;93.33;6.67
2020-05-10;Pérou;67307;1889;21349;2.81;31.72;65.47
2020-05-10;Panama;8448;244;4687;2.89;55.48;41.63
2020-05-10;Oman;3399;17;1117;0.50;32.86;66.64
2020-05-10;Nouvelle-Zélande;1497;21;1386;1.40;92.59;6.01
2020-05-10;Népal;110;0;31;0.00;28.18;71.82
2020-05-10;Norvège;8105;219;32;2.70;0.39;96.90
2020-05-10;Pays-Bas;42826;5459;149;12.75;0.35;86.91
2020-05-10;Nicaragua;16;5;7;31.25;43.75;25.00
2020-05-10;Nigéria;4399;143;778;3.25;17.69;79.06
2020-05-10;Namibie;16;0;11;0.00;68.75;31.25
2020-05-10;Nouvelle-Calédonie;18;0;18;0.00;100.00;0.00
2020-05-10;Niger;821;46;624;5.60;76.00;18.39
2020-05-10;Malaisie;6656;108;5025;1.62;75.50;22.88
2020-05-10;Mozambique;91;0;34;0.00;37.36;62.64
2020-05-10;Malawi;56;3;14;5.36;25.00;69.64
2020-05-10;Mexique;35022;3465;21824;9.89;62.32;27.79
2020-05-10;Maldives;835;3;29;0.36;3.47;96.17
2020-05-10;Maurice;332;10;320;3.01;96.39;0.60
2020-05-10;Malte;496;5;433;1.01;87.30;11.69
2020-05-10;Mauritanie;8;1;6;12.50;75.00;12.50
2020-05-10;Macao;45;0;41;0.00;91.11;8.89
2020-05-10;Martinique;186;14;83;7.53;44.62;47.85
2020-05-10;Mongolie;42;0;14;0.00;33.33;66.67
2020-05-10;Birmanie;180;6;72;3.33;40.00;56.67
2020-05-10;Macédoine;1642;91;1136;5.54;69.18;25.27
2020-05-10;Mali;704;38;351;5.40;49.86;44.74
2020-05-10;Madagascar;193;0;101;0.00;52.33;47.67
2020-05-10;Montenegro;324;9;290;2.78;89.51;7.72
2020-05-10;Saint Martin;39;3;30;7.69;76.92;15.38
2020-05-10;Monaco;96;4;82;4.17;85.42;10.42
2020-05-10;Moldavie;4927;169;1958;3.43;39.74;56.83
2020-05-10;Maroc;6063;188;2554;3.10;42.12;54.77
2020-05-10;Libye;64;3;24;4.69;37.50;57.81
2020-05-10;Lettonie;939;18;464;1.92;49.41;48.67
2020-05-10;Luxembourg;3886;101;3586;2.60;92.28;5.12
2020-05-10;Lituanie;1479;50;828;3.38;55.98;40.64
2020-05-10;Libéria;199;20;79;10.05;39.70;50.25
2020-05-10;Sri Lanka;863;9;321;1.04;37.20;61.76
2020-05-10;Liechtenstein;82;1;55;1.22;67.07;31.71
2020-05-10;Sainte-Lucie;18;0;17;0.00;94.44;5.56
2020-05-10;Liban;845;26;234;3.08;27.69;69.23
2020-05-10;Laos;19;0;13;0.00;68.42;31.58
2020-05-10;Kazakhstan;5090;31;1941;0.61;38.13;61.26
2020-05-10;Corée du Sud;10909;256;9632;2.35;88.29;9.36
2020-05-10;Koweït;8688;58;2729;0.67;31.41;67.92
2020-05-10;Saint-Kitts-et-Nevis;15;0;14;0.00;93.33;6.67
2020-05-10;Cambodge;122;0;120;0.00;98.36;1.64
2020-05-10;Comores;11;1;0;9.09;0.00;90.91
2020-05-10;Kirghizistan;1002;12;675;1.20;67.37;31.44
2020-05-10;Kenya;672;32;239;4.76;35.57;59.67
2020-05-10;Japon;15777;624;8127;3.96;51.51;44.53
2020-05-10;Jordanie;540;9;389;1.67;72.04;26.30
2020-05-10;Jamaïque;502;9;90;1.79;17.93;80.28
2020-05-10;Italie;219070;30560;105186;13.95;48.01;38.04
2020-05-10;Islande;1801;10;1773;0.56;98.45;1.00
2020-05-10;Iran;107603;6640;86143;6.17;80.06;13.77
2020-05-10;Iraq;2767;109;1734;3.94;62.67;33.39
2020-05-10;Inde;67161;2212;20969;3.29;31.22;65.48
2020-05-10;Israël;16477;252;11430;1.53;69.37;29.10
2020-05-10;Indonésie;14032;973;2698;6.93;19.23;73.84
2020-05-10;Irlande;22996;1458;17110;6.34;74.40;19.26
2020-05-10;Hongrie;3263;413;933;12.66;28.59;58.75
2020-05-10;Haïti;182;15;17;8.24;9.34;82.42
2020-05-10;Croatie;2187;90;1764;4.12;80.66;15.23
2020-05-10;Honduras;1972;108;203;5.48;10.29;84.23
2020-05-10;Guyana;104;10;35;9.62;33.65;56.73
2020-05-10;Hong-Kong;1047;4;982;0.38;93.79;5.83
2020-05-10;Guatemala;1052;26;110;2.47;10.46;87.07
2020-05-10;Guinée-Bissau;726;3;26;0.41;3.58;96.01
2020-05-10;Grèce;2716;151;1374;5.56;50.59;43.85
2020-05-10;Guinée Équatoriale;439;4;13;0.91;2.96;96.13
2020-05-10;Guinée;2146;11;714;0.51;33.27;66.22
2020-05-10;Guadeloupe;154;13;104;8.44;67.53;24.03
2020-05-10;Gambie;20;1;9;5.00;45.00;50.00
2020-05-10;Gibraltar;146;0;143;0.00;97.95;2.05
2020-05-10;Ghana;4263;22;378;0.52;8.87;90.62
2020-05-10;Guyane Française;144;1;122;0.69;84.72;14.58
2020-05-10;Géorgie;635;10;309;1.57;48.66;49.76
2020-05-10;Grenade;21;0;13;0.00;61.90;38.10
2020-05-10;Royaume-Uni;220303;31930;859;14.49;0.39;85.12
2020-05-10;Gabon;661;8;110;1.21;16.64;82.15
2020-05-10;France;176970;26380;56217;14.91;31.77;53.33
2020-05-10;Fidji;18;0;14;0.00;77.78;22.22
2020-05-10;Îles Féroé;187;0;187;0.00;100.00;0.00
2020-05-10;Finlande;5962;267;4000;4.48;67.09;28.43
2020-05-10;Éthiopie;239;5;99;2.09;41.42;56.49
2020-05-10;Espagne;224390;26621;136166;11.86;60.68;27.45
2020-05-10;Érythrée;39;0;37;0.00;94.87;5.13
2020-05-10;Égypte;9400;525;2075;5.59;22.07;72.34
2020-05-10;Sahara Occidental;6;0;5;0.00;83.33;16.67
2020-05-10;Estonie;1739;60;750;3.45;43.13;53.42
2020-05-10;Équateur;29559;2127;3433;7.20;11.61;81.19
2020-05-10;Algérie;5723;502;2678;8.77;46.79;44.43
2020-05-10;République Dominicaine;10347;388;2763;3.75;26.70;69.55
2020-05-10;Dominique;16;0;15;0.00;93.75;6.25
2020-05-10;Danemark;10440;529;8228;5.07;78.81;16.12
2020-05-10;Djibouti;1210;3;847;0.25;70.00;29.75
2020-05-10;Allemagne;171879;7569;144400;4.40;84.01;11.58
2020-05-10;République Tchèque;8123;280;4474;3.45;55.08;41.47
2020-05-10;Chypre;898;16;401;1.78;44.65;53.56
2020-05-10;Cap-vert;246;2;56;0.81;22.76;76.42
2020-05-10;Costa Rica;792;7;501;0.88;63.26;35.86
2020-05-10;Cuba;1766;77;1193;4.36;67.55;28.09
2020-05-10;Colombie;11063;463;2705;4.19;24.45;71.36
2020-05-10;Chine;82918;4633;78144;5.59;94.24;0.17
2020-05-10;Cameroun;2579;114;1465;4.42;56.80;38.77
2020-05-10;Chili;28866;312;13112;1.08;45.42;53.50
2020-05-10;Côte d'Ivoire;1700;21;794;1.24;46.71;52.06
2020-05-10;Suisse;30305;1833;26600;6.05;87.77;6.18
2020-05-10;République Centrafricaine;143;0;10;0.00;6.99;93.01
2020-05-10;Congo (Brazzaville);274;10;33;3.65;12.04;84.31
2020-05-10;Rép. Dém. du Congo;991;41;136;4.14;13.72;82.14
2020-05-10;Canada;70091;4991;32109;7.12;45.81;47.07
2020-05-10;Belize;18;2;16;11.11;88.89;0.00
2020-05-10;Bélarus;22973;131;6406;0.57;27.88;71.54
2020-05-10;Botswana;23;1;12;4.35;52.17;43.48
2020-05-10;Bhoutan;7;0;5;0.00;71.43;28.57
2020-05-10;Bahamas;92;11;37;11.96;40.22;47.83
